city,latitude,longitude,month,year,rainfall,elevation,Climate_Type
Kerman,30.293,57.081,11.0,2000.0,3.7748,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,11.0,2000.0,117.0174,1150.0,
Mashhad,36.297,59.605,11.0,2000.0,19.3839,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,11.0,2000.0,28.0556,1332.0,
Qazvin,36.269,50.004,11.0,2000.0,75.6991,1278.0,
Qom,34.641,50.875,11.0,2000.0,58.6617,930.0,
Rasht,37.28,49.583,11.0,2000.0,95.083,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,11.0,2000.0,32.4425,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,11.0,2000.0,70.8022,-23.0,
Semnan,35.576,53.388,11.0,2000.0,9.5899,1130.0,
Shahr-e Kord,32.326,50.859,11.0,2000.0,33.7688,2076.0,
Shiraz,29.591,52.583,11.0,2000.0,86.6153,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,11.0,2000.0,25.9132,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,11.0,2000.0,35.8092,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,11.0,2000.0,67.3335,1870.0,
Yazd,31.897,54.367,11.0,2000.0,17.2414,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,11.0,2000.0,3.4687,1372.0,
Zanjan,36.674,48.484,11.0,2000.0,59.3759,1638.0,
Nowshahr,36.649,51.496,11.0,2000.0,95.063,-21.0,
Ahvaz,31.318,48.669,12.0,2000.0,115.7932,20.0,Desert Climate (BWh)
Arak,34.091,49.689,12.0,2000.0,119.772,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,12.0,2000.0,40.6041,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,12.0,2000.0,38.1556,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,12.0,2000.0,90.7982,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,12.0,2000.0,24.2809,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,12.0,2000.0,28.6677,1070.0,
Esfahan,32.653,51.667,12.0,2000.0,45.7051,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,12.0,2000.0,36.2172,155.0,
Hamadan,34.798,48.514,12.0,2000.0,88.5537,1741.0,
Ilam,33.636,46.42,12.0,2000.0,0.8162,1380.0,
Karaj,35.84,50.939,12.0,2000.0,84.6769,1321.0,
Kermanshah,34.314,47.065,12.0,2000.0,120.4861,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,12.0,2000.0,3.3667,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,12.0,2000.0,91.1042,1150.0,
Mashhad,36.297,59.605,12.0,2000.0,27.2394,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,12.0,2000.0,25.9132,1332.0,
Qazvin,36.269,50.004,12.0,2000.0,89.778,1278.0,
Qom,34.641,50.875,12.0,2000.0,109.1618,930.0,
Rasht,37.28,49.583,12.0,2000.0,97.5315,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,12.0,2000.0,71.5163,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,12.0,2000.0,89.1658,-23.0,
Semnan,35.576,53.388,12.0,2000.0,29.994,1130.0,
Shahr-e Kord,32.326,50.859,12.0,2000.0,83.6567,2076.0,
Shiraz,29.591,52.583,12.0,2000.0,72.9446,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,12.0,2000.0,18.1596,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,12.0,2000.0,57.9476,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,12.0,2000.0,67.1294,1870.0,
Yazd,31.897,54.367,12.0,2000.0,23.0566,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,12.0,2000.0,3.8768,1372.0,
Zanjan,36.674,48.484,12.0,2000.0,60.8042,1638.0,
Nowshahr,36.649,51.496,12.0,2000.0,97.5115,-21.0,
Ahvaz,31.318,48.669,1.0,2001.0,48.4597,20.0,Desert Climate (BWh)
Arak,34.091,49.689,1.0,2001.0,40.2981,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,1.0,2001.0,33.5647,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,1.0,2001.0,27.9536,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,1.0,2001.0,46.8274,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,1.0,2001.0,5.6111,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,1.0,2001.0,11.3243,1070.0,
Esfahan,32.653,51.667,1.0,2001.0,13.0586,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,1.0,2001.0,17.1394,155.0,
Hamadan,34.798,48.514,1.0,2001.0,29.4839,1741.0,
Ilam,33.636,46.42,1.0,2001.0,7.0394,1380.0,
Karaj,35.84,50.939,1.0,2001.0,54.0708,1321.0,
Kermanshah,34.314,47.065,1.0,2001.0,42.0324,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,1.0,2001.0,68.2516,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,1.0,2001.0,71.9244,1150.0,
Mashhad,36.297,59.605,1.0,2001.0,15.8132,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,1.0,2001.0,11.7323,1332.0,
Qazvin,36.269,50.004,1.0,2001.0,62.1304,1278.0,
Qom,34.641,50.875,1.0,2001.0,47.7455,930.0,
Rasht,37.28,49.583,1.0,2001.0,76.5153,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,1.0,2001.0,28.1576,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,1.0,2001.0,41.0122,-23.0,
Semnan,35.576,53.388,1.0,2001.0,18.3637,1130.0,
Shahr-e Kord,32.326,50.859,1.0,2001.0,25.5051,2076.0,
Shiraz,29.591,52.583,1.0,2001.0,19.0778,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,1.0,2001.0,11.3243,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,1.0,2001.0,39.3799,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,1.0,2001.0,18.7718,1870.0,
Yazd,31.897,54.367,1.0,2001.0,7.4475,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,1.0,2001.0,2.2444,1372.0,
Zanjan,36.674,48.484,1.0,2001.0,45.093,1638.0,
Nowshahr,36.649,51.496,1.0,2001.0,76.4953,-21.0,
Ahvaz,31.318,48.669,2.0,2001.0,23.2607,20.0,Desert Climate (BWh)
Arak,34.091,49.689,2.0,2001.0,23.8728,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,2.0,2001.0,14.1808,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,2.0,2001.0,12.9566,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,2.0,2001.0,16.1192,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,2.0,2001.0,7.4475,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,2.0,2001.0,16.5273,1070.0,
Esfahan,32.653,51.667,2.0,2001.0,7.3455,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,2.0,2001.0,13.0586,155.0,
Hamadan,34.798,48.514,2.0,2001.0,25.6071,1741.0,
Ilam,33.636,46.42,2.0,2001.0,14.793,1380.0,
Karaj,35.84,50.939,2.0,2001.0,14.1808,1321.0,
Kermanshah,34.314,47.065,2.0,2001.0,36.1152,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,2.0,2001.0,57.1314,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,2.0,2001.0,17.6495,1150.0,
Mashhad,36.297,59.605,2.0,2001.0,12.4465,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,2.0,2001.0,18.4657,1332.0,
Qazvin,36.269,50.004,2.0,2001.0,18.2617,1278.0,
Qom,34.641,50.875,2.0,2001.0,16.4253,930.0,
Rasht,37.28,49.583,2.0,2001.0,90.4921,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,2.0,2001.0,27.8516,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,2.0,2001.0,21.6283,-23.0,
Semnan,35.576,53.388,2.0,2001.0,11.1202,1130.0,
Shahr-e Kord,32.326,50.859,2.0,2001.0,19.1798,2076.0,
Shiraz,29.591,52.583,2.0,2001.0,24.3829,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,2.0,2001.0,10.9162,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,2.0,2001.0,11.7323,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,2.0,2001.0,19.996,1870.0,
Yazd,31.897,54.367,2.0,2001.0,9.6919,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,2.0,2001.0,7.2434,1372.0,
Zanjan,36.674,48.484,2.0,2001.0,15.9152,1638.0,
Nowshahr,36.649,51.496,2.0,2001.0,90.4721,-21.0,
Ahvaz,31.318,48.669,3.0,2001.0,19.2819,20.0,Desert Climate (BWh)
Arak,34.091,49.689,3.0,2001.0,31.1162,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,3.0,2001.0,44.0728,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,3.0,2001.0,6.7333,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,3.0,2001.0,6.0192,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,3.0,2001.0,26.6273,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,3.0,2001.0,43.8688,1070.0,
Esfahan,32.653,51.667,3.0,2001.0,18.0576,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,3.0,2001.0,28.6677,155.0,
Hamadan,34.798,48.514,3.0,2001.0,37.8496,1741.0,
Ilam,33.636,46.42,3.0,2001.0,15.5071,1380.0,
Karaj,35.84,50.939,3.0,2001.0,32.6465,1321.0,
Kermanshah,34.314,47.065,3.0,2001.0,52.6425,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,3.0,2001.0,30.198,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,3.0,2001.0,50.194,1150.0,
Mashhad,36.297,59.605,3.0,2001.0,35.4011,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,3.0,2001.0,42.7465,1332.0,
Qazvin,36.269,50.004,3.0,2001.0,42.5425,1278.0,
Qom,34.641,50.875,3.0,2001.0,25.6071,930.0,
Rasht,37.28,49.583,3.0,2001.0,84.6769,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,3.0,2001.0,50.6021,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,3.0,2001.0,39.4819,-23.0,
Semnan,35.576,53.388,3.0,2001.0,24.791,1130.0,
Shahr-e Kord,32.326,50.859,3.0,2001.0,35.197,2076.0,
Shiraz,29.591,52.583,3.0,2001.0,32.0344,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,3.0,2001.0,43.0526,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,3.0,2001.0,28.8718,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,3.0,2001.0,37.6455,1870.0,
Yazd,31.897,54.367,3.0,2001.0,23.0566,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,3.0,2001.0,8.1616,1372.0,
Zanjan,36.674,48.484,3.0,2001.0,40.7061,1638.0,
Nowshahr,36.649,51.496,3.0,2001.0,84.65690000000001,-21.0,
Ahvaz,31.318,48.669,4.0,2001.0,6.3253,20.0,Desert Climate (BWh)
Arak,34.091,49.689,4.0,2001.0,9.0798,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,4.0,2001.0,33.5647,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,4.0,2001.0,0.3061,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,4.0,2001.0,0.7141,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,4.0,2001.0,0.102,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,4.0,2001.0,10.8142,1070.0,
Esfahan,32.653,51.667,4.0,2001.0,2.0404,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,4.0,2001.0,4.6929,155.0,
Hamadan,34.798,48.514,4.0,2001.0,23.5667,1741.0,
Ilam,33.636,46.42,4.0,2001.0,91.8184,1380.0,
Karaj,35.84,50.939,4.0,2001.0,8.2637,1321.0,
Kermanshah,34.314,47.065,4.0,2001.0,24.995,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,4.0,2001.0,31.9324,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,4.0,2001.0,14.4869,1150.0,
Mashhad,36.297,59.605,4.0,2001.0,4.2849,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,4.0,2001.0,35.2991,1332.0,
Qazvin,36.269,50.004,4.0,2001.0,16.3233,1278.0,
Qom,34.641,50.875,4.0,2001.0,5.7131,930.0,
Rasht,37.28,49.583,4.0,2001.0,71.8224,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,4.0,2001.0,29.1778,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,4.0,2001.0,4.6929,-23.0,
Semnan,35.576,53.388,4.0,2001.0,4.6929,1130.0,
Shahr-e Kord,32.326,50.859,4.0,2001.0,12.7526,2076.0,
Shiraz,29.591,52.583,4.0,2001.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,4.0,2001.0,50.6021,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,4.0,2001.0,7.9576,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,4.0,2001.0,6.9374,1870.0,
Yazd,31.897,54.367,4.0,2001.0,0.0,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,4.0,2001.0,2.4485,1372.0,
Zanjan,36.674,48.484,4.0,2001.0,24.791,1638.0,
Nowshahr,36.649,51.496,4.0,2001.0,71.7924,-21.0,
Ahvaz,31.318,48.669,5.0,2001.0,4.4889,20.0,Desert Climate (BWh)
Arak,34.091,49.689,5.0,2001.0,33.3607,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,5.0,2001.0,54.785,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,5.0,2001.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,5.0,2001.0,1.7343,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,5.0,2001.0,1.6323,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,5.0,2001.0,26.4233,1070.0,
Esfahan,32.653,51.667,5.0,2001.0,8.1616,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,5.0,2001.0,21.2202,155.0,
Hamadan,34.798,48.514,5.0,2001.0,22.5465,1741.0,
Ilam,33.636,46.42,5.0,2001.0,405.7351,1380.0,
Karaj,35.84,50.939,5.0,2001.0,35.4011,1321.0,
Kermanshah,34.314,47.065,5.0,2001.0,29.1778,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,5.0,2001.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,5.0,2001.0,59.3759,1150.0,
Mashhad,36.297,59.605,5.0,2001.0,9.896,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,5.0,2001.0,33.4627,1332.0,
Qazvin,36.269,50.004,5.0,2001.0,51.2142,1278.0,
Qom,34.641,50.875,5.0,2001.0,17.6495,930.0,
Rasht,37.28,49.583,5.0,2001.0,36.6253,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,5.0,2001.0,19.3839,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,5.0,2001.0,14.793,-23.0,
Semnan,35.576,53.388,5.0,2001.0,29.6879,1130.0,
Shahr-e Kord,32.326,50.859,5.0,2001.0,26.2192,2076.0,
Shiraz,29.591,52.583,5.0,2001.0,8.4677,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,5.0,2001.0,38.0536,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,5.0,2001.0,32.5445,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,5.0,2001.0,26.3213,1870.0,
Yazd,31.897,54.367,5.0,2001.0,6.3253,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,5.0,2001.0,3.1626,1372.0,
Zanjan,36.674,48.484,5.0,2001.0,45.6031,1638.0,
Nowshahr,36.649,51.496,5.0,2001.0,36.6053,-21.0,
Ahvaz,31.318,48.669,6.0,2001.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,6.0,2001.0,6.7333,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,6.0,2001.0,13.6707,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,6.0,2001.0,0.3061,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,6.0,2001.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,6.0,2001.0,1.1222,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,6.0,2001.0,2.6525,1070.0,
Esfahan,32.653,51.667,6.0,2001.0,2.9586,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,6.0,2001.0,6.6313,155.0,
Hamadan,34.798,48.514,6.0,2001.0,5.9172,1741.0,
Ilam,33.636,46.42,6.0,2001.0,421.2422,1380.0,
Karaj,35.84,50.939,6.0,2001.0,9.5899,1321.0,
Kermanshah,34.314,47.065,6.0,2001.0,2.3465,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,6.0,2001.0,0.204,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,6.0,2001.0,29.5859,1150.0,
Mashhad,36.297,59.605,6.0,2001.0,0.8162,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,6.0,2001.0,2.3465,1332.0,
Qazvin,36.269,50.004,6.0,2001.0,30.7081,1278.0,
Qom,34.641,50.875,6.0,2001.0,7.7536,930.0,
Rasht,37.28,49.583,6.0,2001.0,28.0556,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,6.0,2001.0,5.101,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,6.0,2001.0,10.5081,-23.0,
Semnan,35.576,53.388,6.0,2001.0,11.3243,1130.0,
Shahr-e Kord,32.326,50.859,6.0,2001.0,11.2222,2076.0,
Shiraz,29.591,52.583,6.0,2001.0,0.8162,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,6.0,2001.0,5.8152,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,6.0,2001.0,10.5081,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,6.0,2001.0,15.099,1870.0,
Yazd,31.897,54.367,6.0,2001.0,8.0596,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,6.0,2001.0,1.5303,1372.0,
Zanjan,36.674,48.484,6.0,2001.0,20.6081,1638.0,
Nowshahr,36.649,51.496,6.0,2001.0,28.0356,-21.0,
Ahvaz,31.318,48.669,7.0,2001.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,7.0,2001.0,1.9384,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,7.0,2001.0,21.8324,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,7.0,2001.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,7.0,2001.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,7.0,2001.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,7.0,2001.0,2.0404,1070.0,
Esfahan,32.653,51.667,7.0,2001.0,0.4081,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,7.0,2001.0,4.2849,155.0,
Hamadan,34.798,48.514,7.0,2001.0,4.0808,1741.0,
Ilam,33.636,46.42,7.0,2001.0,763.0106,1380.0,
Karaj,35.84,50.939,7.0,2001.0,7.0394,1321.0,
Kermanshah,34.314,47.065,7.0,2001.0,1.9384,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,7.0,2001.0,0.9182,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,7.0,2001.0,19.2819,1150.0,
Mashhad,36.297,59.605,7.0,2001.0,0.0,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,7.0,2001.0,5.6111,1332.0,
Qazvin,36.269,50.004,7.0,2001.0,16.1192,1278.0,
Qom,34.641,50.875,7.0,2001.0,2.6525,930.0,
Rasht,37.28,49.583,7.0,2001.0,19.894,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,7.0,2001.0,3.8768,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,7.0,2001.0,11.8344,-23.0,
Semnan,35.576,53.388,7.0,2001.0,3.4687,1130.0,
Shahr-e Kord,32.326,50.859,7.0,2001.0,3.7748,2076.0,
Shiraz,29.591,52.583,7.0,2001.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,7.0,2001.0,19.5879,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,7.0,2001.0,4.6929,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,7.0,2001.0,0.102,1870.0,
Yazd,31.897,54.367,7.0,2001.0,0.102,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,7.0,2001.0,0.0,1372.0,
Zanjan,36.674,48.484,7.0,2001.0,16.2212,1638.0,
Nowshahr,36.649,51.496,7.0,2001.0,19.874,-21.0,
Ahvaz,31.318,48.669,8.0,2001.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,8.0,2001.0,0.204,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,8.0,2001.0,24.2809,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,8.0,2001.0,3.2647,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,8.0,2001.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,8.0,2001.0,0.204,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,8.0,2001.0,5.9172,1070.0,
Esfahan,32.653,51.667,8.0,2001.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,8.0,2001.0,3.2647,155.0,
Hamadan,34.798,48.514,8.0,2001.0,0.0,1741.0,
Ilam,33.636,46.42,8.0,2001.0,475.211,1380.0,
Karaj,35.84,50.939,8.0,2001.0,7.8556,1321.0,
Kermanshah,34.314,47.065,8.0,2001.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,8.0,2001.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,8.0,2001.0,35.8092,1150.0,
Mashhad,36.297,59.605,8.0,2001.0,1.9384,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,8.0,2001.0,0.6121,1332.0,
Qazvin,36.269,50.004,8.0,2001.0,14.793,1278.0,
Qom,34.641,50.875,8.0,2001.0,2.2444,930.0,
Rasht,37.28,49.583,8.0,2001.0,44.889,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,8.0,2001.0,0.0,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,8.0,2001.0,16.1192,-23.0,
Semnan,35.576,53.388,8.0,2001.0,1.5303,1130.0,
Shahr-e Kord,32.326,50.859,8.0,2001.0,0.0,2076.0,
Shiraz,29.591,52.583,8.0,2001.0,0.102,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,8.0,2001.0,4.2849,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,8.0,2001.0,3.5707,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,8.0,2001.0,0.3061,1870.0,
Yazd,31.897,54.367,8.0,2001.0,0.102,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,8.0,2001.0,8.5697,1372.0,
Zanjan,36.674,48.484,8.0,2001.0,11.4263,1638.0,
Nowshahr,36.649,51.496,8.0,2001.0,44.859,-21.0,
Ahvaz,31.318,48.669,9.0,2001.0,0.102,20.0,Desert Climate (BWh)
Arak,34.091,49.689,9.0,2001.0,0.7141,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,9.0,2001.0,20.4041,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,9.0,2001.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,9.0,2001.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,9.0,2001.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,9.0,2001.0,1.0202,1070.0,
Esfahan,32.653,51.667,9.0,2001.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,9.0,2001.0,9.4879,155.0,
Hamadan,34.798,48.514,9.0,2001.0,0.7141,1741.0,
Ilam,33.636,46.42,9.0,2001.0,262.9066,1380.0,
Karaj,35.84,50.939,9.0,2001.0,19.3839,1321.0,
Kermanshah,34.314,47.065,9.0,2001.0,1.8364,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,9.0,2001.0,0.9182,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,9.0,2001.0,69.782,1150.0,
Mashhad,36.297,59.605,9.0,2001.0,0.102,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,9.0,2001.0,5.4071,1332.0,
Qazvin,36.269,50.004,9.0,2001.0,29.3819,1278.0,
Qom,34.641,50.875,9.0,2001.0,12.2424,930.0,
Rasht,37.28,49.583,9.0,2001.0,3.3667,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,9.0,2001.0,1.2242,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,9.0,2001.0,48.2556,-23.0,
Semnan,35.576,53.388,9.0,2001.0,0.5101,1130.0,
Shahr-e Kord,32.326,50.859,9.0,2001.0,0.0,2076.0,
Shiraz,29.591,52.583,9.0,2001.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,9.0,2001.0,0.7141,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,9.0,2001.0,6.8354,1190.0,Cold Semi-Arid Climate (BSk)
