city,latitude,longitude,month,year,rainfall,elevation,Climate_Type
Bojnurd,37.474,57.329,7.0,2006.0,7.9576,1070.0,
Esfahan,32.653,51.667,7.0,2006.0,1.3263,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,7.0,2006.0,3.3667,155.0,
Hamadan,34.798,48.514,7.0,2006.0,0.3061,1741.0,
Ilam,33.636,46.42,7.0,2006.0,527.1394,1380.0,
Karaj,35.84,50.939,7.0,2006.0,16.3233,1321.0,
Kermanshah,34.314,47.065,7.0,2006.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,7.0,2006.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,7.0,2006.0,25.3011,1150.0,
Mashhad,36.297,59.605,7.0,2006.0,2.3465,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,7.0,2006.0,3.7748,1332.0,
Qazvin,36.269,50.004,7.0,2006.0,12.2424,1278.0,
Qom,34.641,50.875,7.0,2006.0,5.4071,930.0,
Rasht,37.28,49.583,7.0,2006.0,23.5667,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,7.0,2006.0,0.204,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,7.0,2006.0,9.0798,-23.0,
Semnan,35.576,53.388,7.0,2006.0,9.998,1130.0,
Shahr-e Kord,32.326,50.859,7.0,2006.0,4.1828,2076.0,
Shiraz,29.591,52.583,7.0,2006.0,0.7141,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,7.0,2006.0,14.5889,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,7.0,2006.0,14.3849,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,7.0,2006.0,3.1626,1870.0,
Yazd,31.897,54.367,7.0,2006.0,0.3061,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,7.0,2006.0,0.0,1372.0,
Zanjan,36.674,48.484,7.0,2006.0,7.8556,1638.0,
Nowshahr,36.649,51.496,7.0,2006.0,23.5367,-21.0,
Ahvaz,31.318,48.669,8.0,2006.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,8.0,2006.0,0.204,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,8.0,2006.0,11.6303,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,8.0,2006.0,1.5303,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,8.0,2006.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,8.0,2006.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,8.0,2006.0,0.204,1070.0,
Esfahan,32.653,51.667,8.0,2006.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,8.0,2006.0,0.3061,155.0,
Hamadan,34.798,48.514,8.0,2006.0,0.204,1741.0,
Ilam,33.636,46.42,8.0,2006.0,329.7299,1380.0,
Karaj,35.84,50.939,8.0,2006.0,3.0606,1321.0,
Kermanshah,34.314,47.065,8.0,2006.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,8.0,2006.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,8.0,2006.0,9.3859,1150.0,
Mashhad,36.297,59.605,8.0,2006.0,0.0,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,8.0,2006.0,2.0404,1332.0,
Qazvin,36.269,50.004,8.0,2006.0,4.5909,1278.0,
Qom,34.641,50.875,8.0,2006.0,1.3263,930.0,
Rasht,37.28,49.583,8.0,2006.0,1.2242,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,8.0,2006.0,0.0,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,8.0,2006.0,4.5909,-23.0,
Semnan,35.576,53.388,8.0,2006.0,0.102,1130.0,
Shahr-e Kord,32.326,50.859,8.0,2006.0,0.0,2076.0,
Shiraz,29.591,52.583,8.0,2006.0,1.0202,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,8.0,2006.0,9.2839,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,8.0,2006.0,1.3263,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,8.0,2006.0,1.5303,1870.0,
Yazd,31.897,54.367,8.0,2006.0,0.204,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,8.0,2006.0,0.4081,1372.0,
Zanjan,36.674,48.484,8.0,2006.0,8.6717,1638.0,
Nowshahr,36.649,51.496,8.0,2006.0,1.2342,-21.0,
Ahvaz,31.318,48.669,9.0,2006.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,9.0,2006.0,0.0,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,9.0,2006.0,40.6041,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,9.0,2006.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,9.0,2006.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,9.0,2006.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,9.0,2006.0,1.4283,1070.0,
Esfahan,32.653,51.667,9.0,2006.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,9.0,2006.0,10.6101,155.0,
Hamadan,34.798,48.514,9.0,2006.0,0.0,1741.0,
Ilam,33.636,46.42,9.0,2006.0,341.7683,1380.0,
Karaj,35.84,50.939,9.0,2006.0,21.6283,1321.0,
Kermanshah,34.314,47.065,9.0,2006.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,9.0,2006.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,9.0,2006.0,98.7558,1150.0,
Mashhad,36.297,59.605,9.0,2006.0,0.102,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,9.0,2006.0,1.9384,1332.0,
Qazvin,36.269,50.004,9.0,2006.0,32.1364,1278.0,
Qom,34.641,50.875,9.0,2006.0,6.1212,930.0,
Rasht,37.28,49.583,9.0,2006.0,8.3657,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,9.0,2006.0,0.0,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,9.0,2006.0,51.8264,-23.0,
Semnan,35.576,53.388,9.0,2006.0,0.6121,1130.0,
Shahr-e Kord,32.326,50.859,9.0,2006.0,0.0,2076.0,
Shiraz,29.591,52.583,9.0,2006.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,9.0,2006.0,8.9778,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,9.0,2006.0,5.7131,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,9.0,2006.0,0.0,1870.0,
Yazd,31.897,54.367,9.0,2006.0,0.0,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,9.0,2006.0,0.102,1372.0,
Zanjan,36.674,48.484,9.0,2006.0,18.4657,1638.0,
Nowshahr,36.649,51.496,9.0,2006.0,8.335700000000001,-21.0,
Ahvaz,31.318,48.669,10.0,2006.0,9.1818,20.0,Desert Climate (BWh)
Arak,34.091,49.689,10.0,2006.0,39.6859,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,10.0,2006.0,140.7882,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,10.0,2006.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,10.0,2006.0,2.3465,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,10.0,2006.0,2.1424,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,10.0,2006.0,4.5909,1070.0,
Esfahan,32.653,51.667,10.0,2006.0,3.0606,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,10.0,2006.0,15.9152,155.0,
Hamadan,34.798,48.514,10.0,2006.0,41.6243,1741.0,
Ilam,33.636,46.42,10.0,2006.0,52.1324,1380.0,
Karaj,35.84,50.939,10.0,2006.0,83.0446,1321.0,
Kermanshah,34.314,47.065,10.0,2006.0,62.5385,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,10.0,2006.0,7.5495,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,10.0,2006.0,190.9822,1150.0,
Mashhad,36.297,59.605,10.0,2006.0,2.4485,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,10.0,2006.0,69.2719,1332.0,
Qazvin,36.269,50.004,10.0,2006.0,116.6093,1278.0,
Qom,34.641,50.875,10.0,2006.0,66.7213,930.0,
Rasht,37.28,49.583,10.0,2006.0,59.988,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,10.0,2006.0,53.4587,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,10.0,2006.0,94.3689,-23.0,
Semnan,35.576,53.388,10.0,2006.0,3.5707,1130.0,
Shahr-e Kord,32.326,50.859,10.0,2006.0,6.0192,2076.0,
Shiraz,29.591,52.583,10.0,2006.0,0.102,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,10.0,2006.0,61.7223,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,10.0,2006.0,27.0354,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,10.0,2006.0,1.0202,1870.0,
Yazd,31.897,54.367,10.0,2006.0,0.0,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,10.0,2006.0,0.102,1372.0,
Zanjan,36.674,48.484,10.0,2006.0,83.2486,1638.0,
Nowshahr,36.649,51.496,10.0,2006.0,59.998,-21.0,
Ahvaz,31.318,48.669,11.0,2006.0,34.789,20.0,Desert Climate (BWh)
Arak,34.091,49.689,11.0,2006.0,32.9526,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,11.0,2006.0,69.5779,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,11.0,2006.0,7.2434,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,11.0,2006.0,46.6233,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,11.0,2006.0,21.4243,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,11.0,2006.0,21.0162,1070.0,
Esfahan,32.653,51.667,11.0,2006.0,20.098,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,11.0,2006.0,26.1172,155.0,
Hamadan,34.798,48.514,11.0,2006.0,25.5051,1741.0,
Ilam,33.636,46.42,11.0,2006.0,28.7698,1380.0,
Karaj,35.84,50.939,11.0,2006.0,44.787,1321.0,
Kermanshah,34.314,47.065,11.0,2006.0,49.0718,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,11.0,2006.0,8.5697,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,11.0,2006.0,123.3427,1150.0,
Mashhad,36.297,59.605,11.0,2006.0,26.3213,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,11.0,2006.0,36.8294,1332.0,
Qazvin,36.269,50.004,11.0,2006.0,78.0456,1278.0,
Qom,34.641,50.875,11.0,2006.0,30.9122,930.0,
Rasht,37.28,49.583,11.0,2006.0,94.777,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,11.0,2006.0,43.0526,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,11.0,2006.0,78.9638,-23.0,
Semnan,35.576,53.388,11.0,2006.0,7.1414,1130.0,
Shahr-e Kord,32.326,50.859,11.0,2006.0,36.9314,2076.0,
Shiraz,29.591,52.583,11.0,2006.0,36.9314,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,11.0,2006.0,28.2597,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,11.0,2006.0,25.3011,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,11.0,2006.0,43.8688,1870.0,
Yazd,31.897,54.367,11.0,2006.0,9.0798,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,11.0,2006.0,7.9576,1372.0,
Zanjan,36.674,48.484,11.0,2006.0,57.6415,1638.0,
Nowshahr,36.649,51.496,11.0,2006.0,94.757,-21.0,
Ahvaz,31.318,48.669,12.0,2006.0,95.6951,20.0,Desert Climate (BWh)
Arak,34.091,49.689,12.0,2006.0,59.886,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,12.0,2006.0,45.7051,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,12.0,2006.0,68.2516,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,12.0,2006.0,132.5245,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,12.0,2006.0,20.2,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,12.0,2006.0,34.6869,1070.0,
Esfahan,32.653,51.667,12.0,2006.0,43.0526,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,12.0,2006.0,54.887,155.0,
Hamadan,34.798,48.514,12.0,2006.0,35.5031,1741.0,
Ilam,33.636,46.42,12.0,2006.0,7.0394,1380.0,
Karaj,35.84,50.939,12.0,2006.0,78.5557,1321.0,
Kermanshah,34.314,47.065,12.0,2006.0,51.1122,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,12.0,2006.0,34.5849,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,12.0,2006.0,114.3649,1150.0,
Mashhad,36.297,59.605,12.0,2006.0,28.4637,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,12.0,2006.0,22.2404,1332.0,
Qazvin,36.269,50.004,12.0,2006.0,73.3527,1278.0,
Qom,34.641,50.875,12.0,2006.0,75.9032,930.0,
Rasht,37.28,49.583,12.0,2006.0,97.6335,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,12.0,2006.0,33.2587,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,12.0,2006.0,133.4427,-23.0,
Semnan,35.576,53.388,12.0,2006.0,38.7678,1130.0,
Shahr-e Kord,32.326,50.859,12.0,2006.0,61.7223,2076.0,
Shiraz,29.591,52.583,12.0,2006.0,112.0184,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,12.0,2006.0,16.2212,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,12.0,2006.0,65.089,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,12.0,2006.0,85.7992,1870.0,
Yazd,31.897,54.367,12.0,2006.0,28.8718,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,12.0,2006.0,27.3415,1372.0,
Zanjan,36.674,48.484,12.0,2006.0,50.194,1638.0,
Nowshahr,36.649,51.496,12.0,2006.0,97.6435,-21.0,
Ahvaz,31.318,48.669,1.0,2007.0,58.1516,20.0,Desert Climate (BWh)
Arak,34.091,49.689,1.0,2007.0,24.791,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,1.0,2007.0,13.9768,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,1.0,2007.0,33.1566,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,1.0,2007.0,49.99,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,1.0,2007.0,20.098,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,1.0,2007.0,10.3041,1070.0,
Esfahan,32.653,51.667,1.0,2007.0,8.8758,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,1.0,2007.0,12.9566,155.0,
Hamadan,34.798,48.514,1.0,2007.0,23.8728,1741.0,
Ilam,33.636,46.42,1.0,2007.0,6.0192,1380.0,
Karaj,35.84,50.939,1.0,2007.0,20.8122,1321.0,
Kermanshah,34.314,47.065,1.0,2007.0,35.9112,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,1.0,2007.0,12.2424,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,1.0,2007.0,28.9738,1150.0,
Mashhad,36.297,59.605,1.0,2007.0,11.3243,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,1.0,2007.0,13.9768,1332.0,
Qazvin,36.269,50.004,1.0,2007.0,23.9748,1278.0,
Qom,34.641,50.875,1.0,2007.0,20.6081,930.0,
Rasht,37.28,49.583,1.0,2007.0,57.8456,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,1.0,2007.0,24.6889,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,1.0,2007.0,27.3415,-23.0,
Semnan,35.576,53.388,1.0,2007.0,9.998,1130.0,
Shahr-e Kord,32.326,50.859,1.0,2007.0,22.4445,2076.0,
Shiraz,29.591,52.583,1.0,2007.0,36.6253,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,1.0,2007.0,9.998,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,1.0,2007.0,15.3031,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,1.0,2007.0,28.3617,1870.0,
Yazd,31.897,54.367,1.0,2007.0,9.0798,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,1.0,2007.0,20.5061,1372.0,
Zanjan,36.674,48.484,1.0,2007.0,17.0374,1638.0,
Nowshahr,36.649,51.496,1.0,2007.0,57.825599999999994,-21.0,
Ahvaz,31.318,48.669,2.0,2007.0,29.1778,20.0,Desert Climate (BWh)
Arak,34.091,49.689,2.0,2007.0,38.8698,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,2.0,2007.0,46.5213,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,2.0,2007.0,29.1778,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,2.0,2007.0,41.2162,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,2.0,2007.0,38.9718,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,2.0,2007.0,28.3617,1070.0,
Esfahan,32.653,51.667,2.0,2007.0,14.6909,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,2.0,2007.0,31.9324,155.0,
Hamadan,34.798,48.514,2.0,2007.0,48.5617,1741.0,
Ilam,33.636,46.42,2.0,2007.0,45.8072,1380.0,
Karaj,35.84,50.939,2.0,2007.0,49.3779,1321.0,
Kermanshah,34.314,47.065,2.0,2007.0,56.6213,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,2.0,2007.0,34.891,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,2.0,2007.0,78.6577,1150.0,
Mashhad,36.297,59.605,2.0,2007.0,43.2567,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,2.0,2007.0,21.4243,1332.0,
Qazvin,36.269,50.004,2.0,2007.0,66.4153,1278.0,
Qom,34.641,50.875,2.0,2007.0,46.3173,930.0,
Rasht,37.28,49.583,2.0,2007.0,94.1648,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,2.0,2007.0,58.7638,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,2.0,2007.0,58.9678,-23.0,
Semnan,35.576,53.388,2.0,2007.0,33.9728,1130.0,
Shahr-e Kord,32.326,50.859,2.0,2007.0,29.994,2076.0,
Shiraz,29.591,52.583,2.0,2007.0,51.7243,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,2.0,2007.0,22.3425,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,2.0,2007.0,51.0102,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,2.0,2007.0,44.5829,1870.0,
Yazd,31.897,54.367,2.0,2007.0,20.9142,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,2.0,2007.0,16.3233,1372.0,
Zanjan,36.674,48.484,2.0,2007.0,52.1324,1638.0,
Nowshahr,36.649,51.496,2.0,2007.0,94.1448,-21.0,
Ahvaz,31.318,48.669,3.0,2007.0,33.7688,20.0,Desert Climate (BWh)
Arak,34.091,49.689,3.0,2007.0,74.5769,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,3.0,2007.0,68.9658,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,3.0,2007.0,7.9576,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,3.0,2007.0,19.3839,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,3.0,2007.0,44.5829,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,3.0,2007.0,101.5103,1070.0,
Esfahan,32.653,51.667,3.0,2007.0,33.3607,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,3.0,2007.0,60.9062,155.0,
Hamadan,34.798,48.514,3.0,2007.0,73.8628,1741.0,
Ilam,33.636,46.42,3.0,2007.0,17.5475,1380.0,
Karaj,35.84,50.939,3.0,2007.0,75.4951,1321.0,
Kermanshah,34.314,47.065,3.0,2007.0,90.9002,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,3.0,2007.0,11.8344,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,3.0,2007.0,101.2042,1150.0,
Mashhad,36.297,59.605,3.0,2007.0,110.2841,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,3.0,2007.0,45.5011,1332.0,
Qazvin,36.269,50.004,3.0,2007.0,78.7598,1278.0,
Qom,34.641,50.875,3.0,2007.0,63.1506,930.0,
Rasht,37.28,49.583,3.0,2007.0,231.1782,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,3.0,2007.0,71.2102,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,3.0,2007.0,75.6991,-23.0,
Semnan,35.576,53.388,3.0,2007.0,55.3971,1130.0,
Shahr-e Kord,32.326,50.859,3.0,2007.0,65.9052,2076.0,
Shiraz,29.591,52.583,3.0,2007.0,71.5163,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,3.0,2007.0,54.1728,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,3.0,2007.0,68.9658,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,3.0,2007.0,74.6789,1870.0,
Yazd,31.897,54.367,3.0,2007.0,38.8698,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,3.0,2007.0,20.6081,1372.0,
Zanjan,36.674,48.484,3.0,2007.0,67.4355,1638.0,
Nowshahr,36.649,51.496,3.0,2007.0,231.1582,-21.0,
Ahvaz,31.318,48.669,4.0,2007.0,38.1556,20.0,Desert Climate (BWh)
Arak,34.091,49.689,4.0,2007.0,101.7143,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,4.0,2007.0,99.1638,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,4.0,2007.0,4.4889,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,4.0,2007.0,9.6919,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,4.0,2007.0,20.7101,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,4.0,2007.0,55.4991,1070.0,
Esfahan,32.653,51.667,4.0,2007.0,33.4627,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,4.0,2007.0,40.7061,155.0,
Hamadan,34.798,48.514,4.0,2007.0,105.7952,1741.0,
Ilam,33.636,46.42,4.0,2007.0,54.1728,1380.0,
Karaj,35.84,50.939,4.0,2007.0,77.4335,1321.0,
Kermanshah,34.314,47.065,4.0,2007.0,112.1204,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,4.0,2007.0,13.2627,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,4.0,2007.0,101.7143,1150.0,
Mashhad,36.297,59.605,4.0,2007.0,26.1172,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,4.0,2007.0,78.5557,1332.0,
Qazvin,36.269,50.004,4.0,2007.0,114.0588,1278.0,
Qom,34.641,50.875,4.0,2007.0,66.1092,930.0,
Rasht,37.28,49.583,4.0,2007.0,146.3993,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,4.0,2007.0,109.978,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,4.0,2007.0,40.094,-23.0,
Semnan,35.576,53.388,4.0,2007.0,60.8042,1130.0,
Shahr-e Kord,32.326,50.859,4.0,2007.0,86.7173,2076.0,
Shiraz,29.591,52.583,4.0,2007.0,38.6657,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,4.0,2007.0,93.3487,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,4.0,2007.0,82.3305,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,4.0,2007.0,67.9456,1870.0,
Yazd,31.897,54.367,4.0,2007.0,18.2617,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,4.0,2007.0,4.3869,1372.0,
Zanjan,36.674,48.484,4.0,2007.0,115.8952,1638.0,
Nowshahr,36.649,51.496,4.0,2007.0,146.3693,-21.0,
Ahvaz,31.318,48.669,5.0,2007.0,3.0606,20.0,Desert Climate (BWh)
Arak,34.091,49.689,5.0,2007.0,35.197,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,5.0,2007.0,50.8062,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,5.0,2007.0,0.4081,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,5.0,2007.0,1.2242,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,5.0,2007.0,3.1626,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,5.0,2007.0,21.8324,1070.0,
Esfahan,32.653,51.667,5.0,2007.0,12.9566,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,5.0,2007.0,9.3859,155.0,
Hamadan,34.798,48.514,5.0,2007.0,47.3375,1741.0,
Ilam,33.636,46.42,5.0,2007.0,173.8428,1380.0,
Karaj,35.84,50.939,5.0,2007.0,21.7303,1321.0,
Kermanshah,34.314,47.065,5.0,2007.0,33.8708,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,5.0,2007.0,2.2444,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,5.0,2007.0,27.4435,1150.0,
Mashhad,36.297,59.605,5.0,2007.0,12.3445,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,5.0,2007.0,32.2384,1332.0,
Qazvin,36.269,50.004,5.0,2007.0,36.7273,1278.0,
Qom,34.641,50.875,5.0,2007.0,18.1596,930.0,
Rasht,37.28,49.583,5.0,2007.0,134.1568,-5.0,Humid Subtropical Climate (Cfa)
